Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
021-439-532-270-048,Abstract State Machines - Modelling conditional knowledge discovery and belief revision by abstract state machines,2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Christoph Beierle; Gabriele Kern-Isberner,"We develop a high-level ASM specification for the CONDOR system that provides powerful methods and tools for managing knowledge represented by conditionals. Thereby, we are able to elaborate crucial interdependencies between different aspects of knowledge representation, knowledge discovery, and belief revision. Moreover, this specification provides the basis for a stepwise refinement development process of the CONDOR system based on the ASM methodology.",,,186,203,Software engineering; Knowledge extraction; Belief revision; Top-down and bottom-up design; Abstract state machines; Artificial intelligence; Knowledge representation and reasoning; Interdependence; Computer science; Process (engineering); Abstract machine,,,,,https://rd.springer.com/chapter/10.1007/3-540-36498-6_10 https://dblp.uni-trier.de/db/conf/asm/asm2003.html#BeierleK03 https://link.springer.com/chapter/10.1007%2F3-540-36498-6_10 https://www.fernuni-hagen.de/wbs/research/papers/res/BeierleKernIsberner2003ASM.pdf https://core.ac.uk/display/24630323 https://link.springer.com/10.1007/3-540-36498-6_10,http://dx.doi.org/10.1007/3-540-36498-6_10,,10.1007/3-540-36498-6_10,1527069946,,0,014-578-349-709-506; 016-179-941-523-270; 026-618-674-853-498; 027-950-892-622-832; 035-066-665-459-898; 041-863-663-936-741; 048-653-467-286-365; 064-279-177-200-124; 067-152-591-368-812; 072-292-909-352-323; 076-919-815-213-789; 081-237-287-203-941; 081-679-473-392-473; 088-772-402-707-977; 088-776-093-701-00X; 092-415-693-694-596; 099-186-111-257-926; 105-620-622-527-144; 124-895-587-690-350; 142-144-119-420-857; 150-564-845-109-511; 164-111-500-681-228; 178-469-482-958-178; 183-503-093-542-029; 193-392-433-429-852; 195-635-564-405-355,14,false,,
021-498-981-478-864,ISCA PDCS - Using Abstract State Machines to Specify a Protocol thas Implements the GWO Consistency Model.,,2006,conference proceedings,,,,,Claudio Acuña; Yadran Eterovic,,,,32,37,Abstract state machines; Consistency model; Computer science; Theoretical computer science; Protocol (object-oriented programming),,,,,https://dblp.uni-trier.de/db/conf/ISCApdcs/ISCApdcs2006.html#AcunaE06,https://dblp.uni-trier.de/db/conf/ISCApdcs/ISCApdcs2006.html#AcunaE06,,,122436179,,0,,0,false,,
022-299-927-179-534,Simulator for Real-Time Abstract State Machines,,2006,conference proceedings article,"Proceedings of the 4th International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",,SciTePress - Science and and Technology Publications,,Pavel Vasilyev,,,,202,205,Computer science; State (computer science); Programming language,,,,,,http://dx.doi.org/10.5220/0002501002020205,,10.5220/0002501002020205,,,0,,0,true,cc-by-nc-nd,hybrid
023-307-724-778-477,"Preface: Abstract State Machines, Alloy, B, VDM, and Z. Selected & extended papers from ABZ 2012",,2014,journal article,Science of Computer Programming,01676423,Elsevier BV,Netherlands,Elvinia Riccobene; Steve Reeves,,94,,67,68,Algebra; Abstract state machines; Alloy; Computer science; Theoretical computer science,,,,,https://www.sciencedirect.com/science/article/pii/S0167642314002809 https://dblp.uni-trier.de/db/journals/scp/scp94.html#RiccobeneR14,http://dx.doi.org/10.1016/j.scico.2014.06.002,,10.1016/j.scico.2014.06.002,2019942009,,0,,0,true,elsevier-specific: oa user license,unknown
023-336-891-758-716,"Abstract State Machines - Teaching ASMs, teaching with ASMs: opportunities in undergraduate education",2003-03-14,2003,book,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,James K. Huggins; Jean Mayo; Charles Wallace,"Do people truly find ASMs easy to understand and use? As educators, we are particularly interested in how readily this new technology transfers to the classroom. Furthermore, we would like to take it beyond courses like software engineering, where formal methods are commonly encountered, and extend it to other areas. As many experts have pointed out, the only way in which advanced software engineering tools and methods can make headway into popular software design is if they are woven into the fabric of traditional computer science courses. We report on our current work in bringing ASMs to the classroom.",,,414,414,Engineering; Technology transfer; Undergraduate education; Medical education; Software design; Engineering ethics; Formal methods,,,,,https://rd.springer.com/chapter/10.1007/3-540-36498-6_28 https://link.springer.com/chapter/10.1007%2F3-540-36498-6_28 http://paws.kettering.edu/~jhuggins/papers/teachingASM.pdf https://works.bepress.com/jim-huggins/16/ https://link.springer.com/content/pdf/10.1007%2F3-540-36498-6_28.pdf https://dblp.uni-trier.de/db/conf/asm/asm2003.html#HugginsMW03,http://dx.doi.org/10.1007/3-540-36498-6_28,,10.1007/3-540-36498-6_28,1505905631,,0,011-448-572-963-756; 012-012-087-535-343; 020-579-587-866-103; 021-794-660-326-700; 025-811-569-298-195; 025-874-671-952-462; 033-869-459-362-450; 036-330-648-931-333; 036-744-846-524-78X; 039-496-365-985-998; 041-446-037-173-161; 042-423-526-530-806; 043-973-501-429-19X; 045-035-503-132-500; 045-044-145-478-513; 045-860-325-125-411; 047-753-150-312-547; 051-497-015-783-041; 057-333-774-079-562; 057-558-507-270-407; 060-835-792-407-425; 061-636-984-210-20X; 071-241-730-500-385; 073-246-840-051-440; 077-058-207-530-152; 079-747-479-843-116; 084-549-690-196-472; 105-620-622-527-144; 117-158-109-789-360; 121-939-496-029-172; 160-444-978-513-100; 185-405-792-515-779; 195-635-564-405-355; 196-155-916-210-177; 196-789-941-898-801,0,false,,
023-406-838-653-254,Refinement of a typed WAM extension by polymorphic order-sorted types,,1996,journal article,Formal Aspects of Computing,09345043; 1433299x,Association for Computing Machinery (ACM),Germany,Christoph Beierle; Egon Börger,"We refine the mathematical specification of a WAM extension to typeconstraint logic programming given in [BeB96]. We provide a full specification and correctness proof of the PROTOS Abstract Machine (PAM), an extension of the WAM by polymorphic order-sorted unification as required by the logic programming language PROTOS-L, by refining the abstract type constraints used in [BeB96] to the polymorphic order-sorted types of PROTOS-L. This allows us to develop a detailed and mathematically precise account of the PAM's compiled type constraint representation and solving facilities, and to extend the correctness theorem to compilation on the fully specified PAM.",8,5,539,564,Logic programming; Abstract type; Constraint logic programming; Programming language; Theory of computation; Correctness proofs; Mathematics; Correctness; Abstract machine; Unification,Constraint logic programming; WAM; types; polymorphism; ordersorted types; correctness proof; evolving algebras,,,,https://link.springer.com/article/10.1007/BF01211908 https://doi.org/10.1007/BF01211908 https://dblp.uni-trier.de/db/journals/fac/fac8.html#BeierleB96a,http://dx.doi.org/10.1007/bf01211908,,10.1007/bf01211908,2006928136,,0,000-389-096-399-43X; 010-329-945-005-502; 032-858-167-480-834; 077-772-920-759-372; 079-041-047-051-540; 083-187-716-670-274; 090-671-537-445-109; 091-170-567-173-774; 108-928-660-611-961; 161-215-557-312-826; 177-483-288-547-476; 184-044-966-704-362,10,false,,
023-512-441-424-962,A Formal Semantics for the Business Process Execution Language for Web Services,,2005,conference proceedings article,Proceedings of the Joint Workshop on Web Services and Model-Driven Enterprise Information Systems,,SciTePress - Science and and Technology Publications,,,,,,144,156,,Web Services Orchestration; BPEL4WS; Abstract Operational Semantics; Abstract State Machines; Requirements Specification,,,,,http://dx.doi.org/10.5220/0002576901440156,,10.5220/0002576901440156,,,0,,1,false,,
023-530-896-409-012,Structure-Behavior Coalescence Abstract State Machine for Metamodel-Based Language in Model-Driven Engineering,,2021,journal article,IEEE Systems Journal,19328184; 19379234; 23737816,Institute of Electrical and Electronics Engineers (IEEE),United States,Wei-Ming Ma; William S. Chao,"In model-driven engineering (MDE), the unified modeling language (UML) 2.0 metamodel solution includes a metamodel that defines the language concepts and a user model that defines how the language concepts are represented. In UML 2.0, an important usage of metamodel is to ensure model consistency between different diagrams in the user model. However, most existing UML metamodels lack an integrated semantic framework to project each diagram in the user model as a view of the metamodel. To overcome the shortcomings of the current UML 2.0 metamodel approaches, we developed structure-behavior coalescence abstract state machine (SBC-ASM) for metamodel-based language (MBL), which provides an integrated semantic framework that is able to integrate structural constructs with behavioral constructs. Using SBC-ASM MBL as the metamodel solution of UML 2.0, each diagram in the user model can be projected as a view of the SBC-ASM.",15,3,4105,4115,Abstract state machines; Unified Modeling Language; Software system; Semantics (computer science); Programming language; Computer science; Model-driven architecture; Data modeling; User modeling; Metamodeling,,,,,https://dblp.uni-trier.de/db/journals/sj/sj15.html#MaC21,http://dx.doi.org/10.1109/jsyst.2020.3027195,,10.1109/jsyst.2020.3027195,3198151314,,1,010-179-089-659-624; 010-259-460-265-065; 011-600-934-116-591; 018-310-241-038-972; 031-002-919-997-592; 036-130-582-494-612; 057-024-793-746-560; 068-069-218-370-251; 094-497-106-858-918; 118-651-741-885-650; 122-264-916-987-259; 139-443-501-950-439; 155-590-008-870-603; 197-433-208-487-70X,8,true,,bronze
023-811-228-241-702,Test generation for sequential nets of Abstract State Machines with information passing,,2014,journal article,Science of Computer Programming,01676423,Elsevier BV,Netherlands,Paolo Arcaini; Angelo Gargantini,"Model-based test generation consists in deriving system traces from specifications of systems under test. There exist several techniques for test generation, which, however, may suffer from scalability problems. In this paper, we assume that the system under test can be divided in several subsystems such that only one subsystem is active at the time. Moreover, each subsystem decides when and to which other subsystem to pass the control, by also initializing the initial state of the next subsystem in a desired way. We model these systems and we show how it is possible to generate tests in a very efficient way that exploits the division of the entire system in subsystems. Test generation for the whole system is performed by visiting each subsystem and generating tests for it. The tests are combined in order to obtain valid system traces. We show how several visiting policies influence the completeness of the test generation process. We propose a test generation approach for distributed systems with information passing.The generation is performed only considering the single subsystems.The tests for the single subsystems are combined to obtain system valid traces.The policy used to combine the tests influences the completeness of the approach.The approach, compared to techniques considering the whole system, is very efficient.",94,,93,108,System under test; Computer engineering; Initialization; Abstract state machines; Test (assessment); Completeness (statistics); Computer science; Scalability; State (computer science); Division (mathematics); Real-time computing,Test case generation; state explosion problem; information passing; abstraction; State Machines,,,,https://dblp.uni-trier.de/db/journals/scp/scp94.html#ArcainiG14 https://www.sciencedirect.com/science/article/abs/pii/S0167642314000483 https://cs.unibg.it/gargantini/research/papers/scp_asmtest2014.pdf https://aisberg.unibg.it/handle/10446/31125 http://www.imtlucca.it/news-events/events/job-market-seminars/file/2.pdf https://www.sciencedirect.com/science/article/pii/S0167642314000483,http://dx.doi.org/10.1016/j.scico.2014.02.007,,10.1016/j.scico.2014.02.007,2132941720,,0,006-244-045-917-365; 011-932-537-338-220; 021-003-498-716-896; 032-479-599-783-61X; 034-099-892-995-61X; 036-367-190-384-583; 040-736-326-793-892; 044-748-027-808-63X; 046-838-597-306-588; 047-299-736-589-511; 050-578-715-624-648; 054-890-739-713-647; 083-083-948-326-126; 088-034-630-494-534; 092-498-931-461-517; 107-735-608-364-425; 118-141-611-261-508; 146-579-344-003-185; 147-019-981-692-623; 155-304-026-125-99X; 170-042-235-963-558; 184-079-944-742-763; 189-521-689-083-502,8,true,elsevier-specific: oa user license,green
023-919-528-420-539,A compiler correctness proof for the static link technique by means of evolving algebras,1997-01-01,1997,journal article,Fundamenta Informaticae,01692968; 18758681,SAGE Publications,Netherlands,Markus Mohnen,"The well-known static link technique is used for stack-based implementations of imperative programming languages which admit nested recursive procedure declarations. Its basic idea is to access non-local variables by tracing a static link chain to lower stack elements. Evolving algebras are a new method for defining operational semantics of abstract machines. Based on an appropriate stack machine, defined as an evolving algebra, and a functional description of a compiler for a sample language, we give a complete proof of correctness for this technique using the method of refinement.",29,3,257,303,Call stack; Operational semantics; Compiler; Programming language; Stack machine; Mathematics; Correctness; Compiler correctness; Theoretical computer science; Abstract machine; Imperative programming,,,,,https://content.iospress.com/articles/fundamenta-informaticae/fi29-3-03 https://dblp.uni-trier.de/db/journals/fuin/fuin29.html#Mohnen97,http://dx.doi.org/10.3233/fi-1997-29303,,10.3233/fi-1997-29303,1628144013,,0,019-366-530-656-995; 029-032-074-713-847; 032-683-263-053-910; 062-232-069-147-636; 103-488-983-071-893; 114-591-247-923-343; 136-302-361-121-613; 147-500-061-251-762; 184-044-966-704-362; 186-920-391-269-071,4,false,,
023-932-678-004-182,Gurevich Abstract State Machines and Schoenhage Storage Modification Machines.,,1997,journal article,Journal of Universal Computer Science,09486968; 0948695x,Technische Universitat Graz from Austria,Austria,Scott D. Dexter; Patrick Doyle; Yuri Gurevich,,3,,279,303,Abstract state machines; Parallel computing; Computer science,,,,,https://www.microsoft.com/en-us/research/wp-content/uploads/2017/01/121.pdf https://dblp.uni-trier.de/db/journals/jucs/jucs3.html#DexterDG97,https://dblp.uni-trier.de/db/journals/jucs/jucs3.html#DexterDG97,,,198100525,,0,,11,true,cc-by-nd,gold
024-189-412-226-560,Abstract State Machines - ASMs versus natural semantics: a comparison with new insights,2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Sabine Glesner,"We compare three specification frameworks for the operational semantics of programming languages, abstract state machines (ASMs) and the two incarnations of natural semantics, big-step and small-step semantics, with respect to two criteria: the range of imperative programming languages to which they are applicable and the way the program is used in the specifications and treated during the thereby defined execution. To reveal the fundamental differences between these three mechanisms, we investigate if there are automatic transformations between them. As a side effect, this leads to new insights concerning the classification of big-step and small-step semantics.",,,293,309,Semantics; Abstract state machines; Formal semantics (linguistics); Action semantics; Operational semantics; Knowledge representation and reasoning; Semantics (computer science); Programming language; Computational semantics; Denotational semantics; Program specification; Natural semantics; Rule of inference; Computer science; Type erasure; Semantics of logic; Abstract machine; Well-founded semantics; Imperative programming,,,,,https://link.springer.com/content/pdf/10.1007%2F3-540-36498-6_17.pdf http://core.ac.uk/display/24590383 https://rd.springer.com/chapter/10.1007/3-540-36498-6_17 https://link.springer.com/chapter/10.1007%2F3-540-36498-6_17 https://dblp.uni-trier.de/db/conf/asm/asm2003.html#Glesner03,http://dx.doi.org/10.1007/3-540-36498-6_17,,10.1007/3-540-36498-6_17,1502843857,,0,000-427-107-788-225; 000-490-410-327-490; 010-171-749-705-07X; 010-999-872-320-79X; 018-321-603-407-696; 024-818-453-050-820; 033-553-952-146-777; 037-794-014-231-193; 039-886-592-348-634; 041-863-663-936-741; 041-997-532-776-825; 045-134-313-475-856; 052-256-968-665-14X; 052-286-777-175-217; 059-553-350-068-285; 060-846-367-985-877; 067-209-706-756-159; 089-726-104-893-66X; 115-404-445-260-317; 118-450-002-505-350; 123-389-630-729-321; 135-184-133-097-315; 138-077-480-096-945; 138-768-620-720-504; 149-112-784-676-543; 181-399-011-626-73X; 184-044-966-704-362; 195-635-564-405-355,5,false,,
024-247-150-276-957,STAF Workshops - Visual Notation and Patterns for Abstract State Machines,2016-12-01,2016,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Paolo Arcaini; Silvia Bonfanti; Angelo Gargantini; Elvinia Riccobene,"Formal models are a rigorous way to specify informal system requirements. However, they are not widely used in practice, since they are considered difficult to develop and understand. Visualization is often considered a good means for people to communicate and to get a common understanding. We here make a proposal of a visual notation for Abstract State Machines (ASMs), and we introduce visual trees that visualize ASM transition rules. In addition to these graphical components that are based only on the syntactical structure of the model, we also present visual patterns that permit to visualize part of the behavior of the machine. A tool is also available to graphically represent ASM models using the proposed notation.",9946,,163,178,Abstract state machines; Structure (mathematical logic); Programming language; Control flow graph; Visual notation; Visualization; System requirements; Computer science; Notation,,,,,https://rd.springer.com/chapter/10.1007/978-3-319-50230-4_12 https://aisberg.unibg.it/handle/10446/76960 https://dblp.uni-trier.de/db/conf/staf/staf2016w.html#ArcainiBGR16 https://link.springer.com/chapter/10.1007/978-3-319-50230-4_12 http://dx.doi.org/10.1007/978-3-319-50230-4_12,http://dx.doi.org/10.1007/978-3-319-50230-4_12,,10.1007/978-3-319-50230-4_12,2557286485,,0,004-523-713-863-964; 005-919-900-156-170; 009-458-823-413-271; 022-933-376-452-244; 023-768-709-930-989; 025-201-266-753-56X; 025-993-228-024-209; 033-970-130-900-328; 041-282-823-695-858; 046-838-597-306-588; 048-191-200-930-365; 048-671-564-463-836; 051-415-616-027-784; 078-769-584-552-581; 082-129-618-635-49X; 086-859-544-611-152; 099-279-646-831-077; 105-577-735-311-488; 109-631-113-107-984; 116-542-945-764-062; 125-305-031-194-056; 139-330-264-873-706; 139-976-718-596-858; 163-868-701-473-44X; 175-802-599-490-609; 177-110-190-578-440; 178-472-518-205-125; 181-401-889-710-788; 189-521-689-083-502,8,false,,
025-241-063-530-442,Towards comprehensive tool support for Abstract State machines : The ASM workbench tool environment and architecture,,1999,journal article,Lecture Notes in Computer Science,03029743,Springer Verlag,Germany,G. Del Castillo,"As a framework for the systematic development of tools supporting the development and analysis of Abstract State Machine (ASM) specifications, we developed the ASM Workbench. This paper describes the basic concepts of its architecture and the existing components.",,,311,325,Architecture; Abstract state machines; Programming language; Workbench; Computer science,,,,,,,,,2732032458,,0,,8,false,,
025-262-832-587-025,CODES - Fast dynamic analysis of complex HW/SW-systems based on abstract state machine models,1998-03-01,1998,book,,,,,G. Del Castillo; Wolfram Hardt,"High level design decisions as HW/SW-partitioning and instrumenting of building blocks can be supported efficiently by detailed analysis of dynamic instruction usage. In many cases the instruction usage is specific to the application domain in view. We present a very fast analysis approach based on high level system models. Complex application characteristics, e.g., the average number of not interrupted instructions can be determined. This is much more than execution of, for example, C-programs can provide.",,,77,81,Computer architecture; Abstract state machines; Finite-state machine; Application domain; Computer science; High-level synthesis; High-level design,,,,,https://ieeexplore.ieee.org/document/666241/ http://www.cecs.uci.edu/~papers/compendium94-03/papers/1998/codes98/pdffiles/codes98_077.pdf https://dblp.uni-trier.de/db/conf/codes/codes1998.html#CastilloH98 https://dl.acm.org/doi/10.5555/278241.278302,https://ieeexplore.ieee.org/document/666241/,,,2106997383,,0,013-934-443-072-136; 029-216-719-117-257; 044-156-166-006-996; 048-088-961-881-419; 105-620-622-527-144; 148-977-977-463-778; 186-433-361-492-960,4,false,,
025-632-309-734-671,Can abstract state machines be useful in language theory,,2007,journal article,Theoretical Computer Science,03043975,Elsevier BV,Netherlands,Yuri Gurevich; Margus Veanes; Charles Wallace,"The abstract state machine (ASM) is a modern computation model. ASMs and ASM based tools are used in academia and industry, albeit on a modest scale. They allow you to give high-level operational semantics to computer artifacts and to write executable specifications of software and hardware at the desired abstraction level. In connection with the 2006 conference on Developments in Language Theory, we point out several ways that we believe abstract state machines can be useful to the DLT community.",376,1,17,29,Philosophy of language; Abstract state machines; Abstraction layer; Artificial intelligence; Operational semantics; Executable; Programming language; Software; Turing machine; Computer science; Computation; Abstract machine,,,,,http://dx.doi.org/10.1016/j.tcs.2007.01.009 https://research.microsoft.com/en-us/um/people/gurevich/opera/179.pdf https://dblp.uni-trier.de/db/journals/tcs/tcs376.html#GurevichVW07 https://research.microsoft.com/pubs/77652/DLT.pdf https://www.microsoft.com/en-us/research/publication/can-abstract-state-machines-be-useful-in-language-theory/ https://core.ac.uk/display/82282096 https://www.microsoft.com/en-us/research/publication/179-can-abstract-state-machines-be-useful-in-language-theory/ https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/DLT.pdf https://dx.doi.org/10.1016/j.tcs.2007.01.009 http://www.sciencedirect.com/science/article/pii/S0304397507000266 https://digitalcommons.mtu.edu/michigantech-p/4002/ http://dblp.uni-trier.de/db/journals/tcs/tcs376.html#GurevichVW07 https://www.sciencedirect.com/science/article/pii/S0304397507000266 https://core.ac.uk/download/pdf/82282096.pdf,http://dx.doi.org/10.1016/j.tcs.2007.01.009,,10.1016/j.tcs.2007.01.009,2116637775,,0,007-051-867-377-949; 009-016-553-179-084; 015-733-281-218-447; 026-015-671-895-390; 029-858-763-538-985; 031-909-553-637-650; 034-400-132-510-675; 038-807-701-463-486; 048-320-513-860-722; 050-309-871-652-59X; 056-851-049-902-548; 065-277-702-489-526; 068-257-256-309-994; 081-328-440-016-426; 082-867-331-821-855; 092-195-924-604-606; 096-254-498-129-218; 098-178-923-588-572; 105-620-622-527-144; 127-265-490-736-503; 129-548-411-325-355; 130-881-566-817-033; 132-831-968-463-386; 157-311-554-599-521,10,true,elsevier-specific: oa user license,unknown
025-993-228-024-209,The Abstract State Machines Method for High-Level System Design and Analysis,2009-11-14,2009,book chapter,Formal Methods: State of the Art and New Directions,,Springer London,,Egon Börger,"We explain the main ingredients of the Abstract State Machines (ASM) method for high-level system design and analysis and survey some of its application highlights in industrial software-based system engineering. We illustrate the method by defining models for three simple control systems (sluice gate, traffic light, package router) and by characterising Event-B machines as a specific class of ASMs.We point to directions for future research and applications of the method in other areas than software engineering.",,,79,116,Real-time Control System; Engineering; Control engineering; Interface control document; Abstract state machines; Software system; Computer-automated design; Systems design; Real-time Control System Software; Abstract machine,,,,,https://link.springer.com/chapter/10.1007%2F978-1-84882-736-3_3 https://www.di.unipi.it/~boerger/Papers/Methodology/BcsFacs07.pdf http://www.di.unipi.it/~boerger/Talks/BcsFacs07.pdf https://link.springer.com/chapter/10.1007/978-1-84882-736-3_3/fulltext.html https://ui.adsabs.harvard.edu/abs/2010fmso.book...79B/abstract https://rd.springer.com/chapter/10.1007/978-1-84882-736-3_3,http://dx.doi.org/10.1007/978-1-84882-736-3_3,,10.1007/978-1-84882-736-3_3,2291134631,,0,000-019-850-626-748; 001-175-297-753-696; 001-668-881-085-733; 003-222-418-546-848; 003-317-389-054-394; 004-479-421-928-118; 005-919-900-156-170; 007-312-910-047-615; 008-638-531-729-145; 009-336-071-823-781; 010-999-872-320-79X; 012-784-544-171-638; 013-077-769-370-21X; 018-708-728-369-271; 020-013-882-140-265; 022-955-585-690-019; 023-720-325-860-456; 027-765-297-864-912; 028-123-482-947-439; 028-647-212-633-541; 030-266-627-017-428; 030-281-777-212-70X; 030-830-802-425-221; 031-104-160-996-97X; 032-043-613-838-377; 032-102-695-785-500; 032-354-281-297-321; 034-587-070-127-031; 034-874-758-111-793; 040-108-310-040-813; 040-318-099-668-036; 040-661-178-510-315; 041-863-663-936-741; 042-612-882-993-391; 044-748-027-808-63X; 045-595-823-762-363; 048-320-513-860-722; 050-309-871-652-59X; 053-202-034-014-469; 054-498-016-878-652; 054-636-048-784-004; 055-572-533-018-262; 056-367-549-228-583; 056-761-209-318-617; 057-193-159-416-801; 060-046-569-964-120; 060-733-812-776-088; 061-894-295-420-641; 063-229-748-620-48X; 064-693-127-071-671; 065-259-163-907-792; 066-458-503-104-207; 069-003-369-155-473; 070-224-959-381-109; 071-062-211-635-76X; 072-884-492-292-431; 073-111-177-402-911; 075-904-040-650-458; 079-021-284-044-450; 080-150-543-870-121; 080-226-308-995-766; 080-491-897-850-043; 083-187-716-670-274; 084-780-125-638-524; 087-252-185-499-327; 089-196-443-630-594; 089-669-400-006-844; 089-821-955-035-108; 090-876-580-086-374; 094-512-586-911-230; 095-166-397-526-322; 095-581-760-613-083; 096-932-988-256-420; 098-579-522-078-667; 099-637-783-373-321; 100-011-765-145-332; 104-500-394-975-267; 104-538-400-674-182; 105-620-622-527-144; 106-453-604-888-430; 109-552-559-143-618; 110-271-267-282-776; 113-330-233-645-723; 115-379-340-834-570; 117-821-177-762-731; 118-958-950-945-388; 119-709-942-043-148; 120-291-184-699-833; 123-082-630-503-713; 128-514-103-399-449; 130-622-365-439-383; 130-708-228-525-901; 131-784-513-023-055; 137-011-317-915-332; 137-142-735-335-648; 144-799-896-708-169; 148-825-038-998-202; 150-349-213-451-261; 154-000-910-997-626; 161-215-557-312-826; 166-372-154-991-140; 171-904-473-379-026; 176-197-240-615-472; 183-218-187-858-590; 183-377-981-512-798; 184-044-966-704-362; 189-521-689-083-502; 195-635-564-405-355; 198-121-367-131-093,37,true,,green
026-484-162-764-730,AMAST - Using Occurence and Evolving Algebras for the Specification of Language-Based Programming Tools,,1996,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Arnd Poetzsch-Heffter,,,,583,586,Programming domain; Procedural programming; Extensible programming; Programming language specification; Fifth-generation programming language; Programming language; Programming paradigm; Computer science; Symbolic programming; Functional logic programming,,,,,https://rd.springer.com/chapter/10.1007/BFb0014347 https://link.springer.com/chapter/10.1007/BFb0014347 https://dblp.uni-trier.de/db/conf/amast/amast96.html#Poetsch-Heffter96 https://link.springer.com/content/pdf/10.1007%2FBFb0014347.pdf,http://dx.doi.org/10.1007/bfb0014347,,10.1007/bfb0014347,1552569105,,0,110-684-731-492-386; 124-924-392-348-301; 157-311-554-599-521,0,false,,
026-830-714-409-083,Partial updates,,2005,journal article,Theoretical Computer Science,03043975,Elsevier BV,Netherlands,Yuri Gurevich; Nikolai Tillmann,"A datastructure instance, e.g. a set or file or record, may be modified independently by different parts of a computer system. The modifications may be nested. Such hierarchies of modifications need to be efficiently checked for consistency and integrated. This is the problem of partial updates in a nutshell. In our first paper on the subject, we developed an algebraic framework which allowed us to solve the partial update problem for some useful datastructures including counters, sets and maps. These solutions are used for the efficient implementation of concurrent data modifications in the specification language AsmL. The two main contributions of this paper are (i) a more general algebraic framework for partial updates and (ii) a solution of the partial update problem for sequences and labeled ordered trees.",336,2,311,342,Consistency (database systems); Abstract state machines; Set (abstract data type); Specification language; Subject (documents); Computer science; Theoretical computer science; Algebraic number,Abstract state machines; Applicative algebra; AsmL; Parallel composition; Sequences; Transactions; Updates,,,,https://www.microsoft.com/en-us/research/wp-content/uploads/2017/01/161.pdf https://www.microsoft.com/en-us/research/publication/partial-updates/ https://core.ac.uk/download/pdf/82816904.pdf,http://dx.doi.org/10.1016/j.tcs.2004.11.010,,10.1016/j.tcs.2004.11.010,2913823424,,0,018-686-543-233-998; 019-324-097-035-390; 043-730-938-219-869; 046-216-399-297-450; 109-700-291-225-875; 123-078-986-572-638; 138-216-553-453-163; 175-222-470-566-165; 189-521-689-083-502,19,true,elsevier-specific: oa user license,unknown
026-843-696-112-034,Abstract State Machines - Slicing Abstract State Machines,,2004,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Antje Nowack,"In this work, we introduce slicing for Abstract State Machines (ASMs). The idea of this concept is analogous to the one of program slicing which is an established technique for extracting statements from a program that are relevant for its behaviour at a given point of interest. These statements form again a syntactically correct program called a slice. Previous work has focused on programming languages that differ substantially from ASMs. Although the concept of program slicing does not directly extend to ASMs, it is possible to find an analogous concept for ASMs. We present such an approach.",,,186,201,Abstract state machines; Computability; Programming language; Atomic formula; Slicing; Computer science; Theoretical computer science; Abstract machine; Program slicing,,,,,https://link.springer.com/chapter/10.1007/978-3-540-24773-9_14 https://core.ac.uk/display/36491808 https://rd.springer.com/chapter/10.1007%2F978-3-540-24773-9_14 https://dblp.uni-trier.de/db/conf/asm/asm2004.html#Nowack04,http://dx.doi.org/10.1007/978-3-540-24773-9_14,,10.1007/978-3-540-24773-9_14,1498294936,,0,021-003-498-716-896; 025-803-420-641-004; 036-185-077-109-451; 079-121-295-721-590; 082-951-608-034-929; 083-972-922-498-894; 157-945-910-747-207,9,false,,
