Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
040-160-680-572-188,Concurrent abstract state machines,2015-10-27,2015,journal article,Acta Informatica,00015903; 14320525,Springer Science and Business Media LLC,Germany,Egon Börger; Klaus-Dieter Schewe,A concurrent Abstract State Machine (ASM) is a family of agents each equipped with a sequential ASM to execute. We define the semantics of concurrent ASMs by concurrent ASM runs which overcome the problems of Gurevich's distributed ASM runs and generalize Lamport's sequentially consistent runs. A postulate characterizing an intuitive understanding of concurrency is formulated. It allows us to state and prove an extension of the sequential ASM thesis to a concurrent ASM thesis.,53,5,469,492,Abstract state machines; Artificial intelligence; Semantics (computer science); Concurrency; Programming language; Theory of computation; Extension (predicate logic); Computer science; State (computer science),,,,,https://core.ac.uk/display/81790908 https://link.springer.com/article/10.1007/s00236-015-0249-7 https://doi.org/10.1007/s00236-015-0249-7 https://paperity.org/p/74503548/concurrent-abstract-state-machines https://dl.acm.org/doi/10.1007/s00236-015-0249-7 https://dblp.uni-trier.de/db/journals/acta/acta53.html#BorgerS16 https://link.springer.com/content/pdf/10.1007%2Fs00236-015-0249-7.pdf https://www.di.unipi.it/~boerger/Papers/Methodology/ConcurAsm.pdf https://rd.springer.com/article/10.1007/s00236-015-0249-7,http://dx.doi.org/10.1007/s00236-015-0249-7,,10.1007/s00236-015-0249-7,2205449728,,0,000-719-505-855-221; 000-830-058-619-854; 005-808-345-577-571; 007-698-366-331-536; 011-052-400-879-696; 012-524-624-546-697; 013-371-794-927-216; 014-014-083-828-511; 019-202-064-085-206; 020-473-610-348-465; 022-955-585-690-019; 025-811-569-298-195; 026-830-714-409-083; 028-460-718-356-000; 029-213-608-013-056; 034-400-132-510-675; 035-763-988-083-753; 037-445-945-364-220; 037-765-632-256-264; 040-613-353-385-886; 041-833-409-225-349; 041-863-663-936-741; 045-052-269-923-834; 050-309-871-652-59X; 050-570-622-137-625; 051-207-280-802-006; 052-154-719-858-920; 052-891-645-086-744; 056-820-454-074-473; 058-974-031-275-841; 059-553-350-068-285; 059-751-672-074-693; 060-733-812-776-088; 061-906-386-556-953; 065-277-702-489-526; 067-042-828-672-760; 069-462-098-438-852; 072-884-492-292-431; 077-321-006-820-298; 080-919-172-121-534; 081-636-877-588-544; 082-815-138-851-468; 089-664-162-308-43X; 092-195-924-604-606; 092-288-600-151-842; 093-322-095-729-713; 096-217-330-470-751; 098-944-026-156-091; 100-683-174-205-26X; 105-620-622-527-144; 106-871-695-200-890; 110-568-113-192-118; 111-267-725-928-277; 111-567-034-049-446; 113-330-233-645-723; 113-740-395-634-754; 117-173-452-751-98X; 117-821-177-762-731; 119-426-806-834-674; 119-880-607-450-862; 121-596-474-896-513; 123-242-253-603-830; 125-392-303-019-904; 127-079-227-441-119; 133-375-412-244-057; 135-907-157-457-107; 139-330-264-873-706; 144-592-874-855-231; 147-019-981-692-623; 151-522-501-802-495; 154-550-982-498-232; 155-008-633-941-159; 155-360-261-561-368; 159-450-590-630-808; 182-066-961-461-538; 186-860-254-309-725; 189-521-689-083-502; 195-635-564-405-355,55,true,cc-by,hybrid
040-440-509-441-854,ABZ - Systematic Refinement of Abstract State Machines with Higher-Order Logic,2018-05-08,2018,book,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Flavio Ferrarotti; Senen Gonzalez; Klaus-Dieter Schewe; José María Turull-Torres,"Graph algorithms that involve complex conditions on subgraphs can be specified much easier, if the specification allows expressions in higher-order logic to be used. In this paper an extension of Abstract State Machines by such expressions is introduced and its usefulness is demonstrated by examples of computations on graphs, such as graph factoring and checking self-similarity. In a naive way these high-level specifications can be refined using submachines for the evaluation of the higher-order expressions. We show that refinements can be obtained in an automatic way for well-defined fragments of higher-order logic that collapse to second-order, by means of which the naive refinement is only necessary for second-order logic expressions.",,,204,218,Graph; Abstract state machines; Higher-order logic; Factoring; Graph algorithms; Computer science; Computation; Theoretical computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/abz2018.html#FerrarottiGST18 https://rd.springer.com/chapter/10.1007/978-3-319-91271-4_14 https://link.springer.com/chapter/10.1007/978-3-319-91271-4_14,http://dx.doi.org/10.1007/978-3-319-91271-4_14,,10.1007/978-3-319-91271-4_14,2801225806,,0,002-048-358-328-55X; 003-310-142-554-619; 003-432-639-763-825; 007-924-974-213-034; 010-262-461-233-214; 011-161-821-255-26X; 016-859-501-201-293; 054-654-162-756-487; 058-327-117-660-758; 058-974-031-275-841; 062-723-768-809-199; 063-905-438-703-643; 077-321-006-820-298; 077-445-945-450-939; 093-720-045-357-951; 095-197-483-345-255; 098-944-026-156-091; 106-097-706-424-92X; 108-407-058-774-182; 115-190-971-560-685; 123-082-630-503-713; 124-289-803-638-056; 139-330-264-873-706; 154-550-982-498-232; 167-838-735-133-003; 170-350-024-332-048; 186-076-165-513-653; 189-521-689-083-502,2,false,,
040-613-353-385-886,Abstract State Machines - Partially Ordered Runs: A Case Study,,2000,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Yuri Gurevich; Dean Rosenzweig,"We look at some sources of insecurity and difficulty in reasoning about partially ordered runs of distributed ASMs, and propose some techniques to facilitate such reasoning. As a case study, we prove in detail correctness and deadlock-freedom for general partially ordered runs of distributed ASM models of Lamport's Bakery Algorithm.",,,131,150,Distributed computing; Critical section; Deadlock; Concurrency; Coherence condition; Computer science; Correctness; Lamport's bakery algorithm; Theoretical computer science; Abstract machine,,,,,https://rd.springer.com/chapter/10.1007/3-540-44518-8_9 https://core.ac.uk/display/21080168 https://dblp.uni-trier.de/db/conf/asm/asm2000.html#GurevichR00 https://research.microsoft.com/en-us/um/people/gurevich/Opera/138.pdf https://link.springer.com/10.1007/3-540-44518-8_9 https://link.springer.com/chapter/10.1007%2F3-540-44518-8_9,http://dx.doi.org/10.1007/3-540-44518-8_9,,10.1007/3-540-44518-8_9,1508086784,,0,008-168-001-665-128; 052-600-461-016-757; 067-042-828-672-760; 079-723-355-085-863; 135-825-815-246-020,16,false,,
041-166-291-365-808,Type-2 effectivity in abstract state machines for algorithms with exact real arithmetic,,2019,journal article,Science of Computer Programming,01676423,Elsevier BV,Netherlands,Christoph Beierle; Klaus-Dieter Schewe,,184,,102307,,Algorithm; Data type; Abstract state machines; Computability; Multiplication; Cauchy sequence; Computer science; Division (mathematics); Floating point; Real number,,,,,https://www.sciencedirect.com/science/article/pii/S0167642319301054 https://dblp.uni-trier.de/db/journals/scp/scp184.html#BeierleS19,http://dx.doi.org/10.1016/j.scico.2019.102307,,10.1016/j.scico.2019.102307,2975818241,,0,010-999-009-552-899; 012-372-066-533-196; 016-831-163-926-43X; 018-370-612-763-060; 021-464-401-005-740; 026-830-714-409-083; 033-092-785-757-554; 036-869-912-908-618; 039-430-688-937-016; 040-160-680-572-188; 052-760-623-305-379; 058-974-031-275-841; 060-776-050-843-781; 067-838-189-027-24X; 068-257-256-309-994; 077-445-945-450-939; 089-664-162-308-43X; 091-611-185-157-251; 099-937-073-942-600; 105-589-623-014-540; 118-175-024-682-944; 119-715-529-129-352; 122-485-672-576-638; 123-082-630-503-713; 127-629-486-982-466; 147-899-029-772-354; 163-058-895-398-526; 181-401-889-710-788; 182-725-980-261-394; 186-076-165-513-653; 189-521-689-083-502,0,false,,
041-517-722-797-71X,ABZ - Introducing Aspect---Oriented Specification for Abstract State Machines,,2014,book,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Marcel Dausend; Alexander Raschke,"With the paradigm of aspect orientation, a developer is able to separate the code of so-called cross-cutting concerns from the rest of the program logic. This possibility is useful for formal specifications, too. For example, security aspects can be separated from the rest of the specification. Another use case for aspect orientation in specifications is the extension of specifications without touching the original ones. The definition of formal semantics for UML profiles without changing the original UML specification is an example for this application. This paper describes the implementation of the aspect oriented approach in Abstract State Machines. We introduce an aspect language with its syntax and formal semantics. It allows for specifying pointcuts where an original specification is augmented with aspect specification. Besides the general overview of this language extension, some ASM specific features of the realization are depicted in detail.",,,174,187,Formal specification; Abstract state machines; Unified Modeling Language; Formal semantics (linguistics); Binary expression tree; Programming language; Program logic; Computer science; Aspect-oriented programming; Language Of Temporal Ordering Specification,,,,,https://dblp.uni-trier.de/db/conf/asm/abz2014.html#DausendR14 https://link.springer.com/content/pdf/10.1007%2F978-3-662-43652-3_15.pdf https://link.springer.com/chapter/10.1007%2F978-3-662-43652-3_15 https://rd.springer.com/chapter/10.1007/978-3-662-43652-3_15,http://dx.doi.org/10.1007/978-3-662-43652-3_15,,10.1007/978-3-662-43652-3_15,2204539998,,0,001-211-089-890-368; 012-128-078-094-077; 016-518-569-550-70X; 026-476-847-126-74X; 043-294-611-054-507; 046-323-920-158-771; 057-092-273-178-939; 058-496-004-475-406; 066-438-289-080-25X; 073-075-595-670-083; 109-226-156-590-33X; 124-777-516-080-785; 136-618-774-526-10X; 139-330-264-873-706; 164-089-376-944-116; 189-521-689-083-502,2,false,,
042-513-525-606-759,"Abstract State Machines - XASM - An Extensible, Component-Based ASM Language",2000-03-19,2000,book,,,,,Matthias Anlauff,"The Abstract State Machine (ASM) [16] approach has already proven to be suitable for large-scale specifications of realistic systems [18,9,22,34]. Due to the fact that the ASM approach defines a notion of executing specifications, it provides a perfect basis for a language, which can be used as a specification language as well as a high-level programming language. However, in order to upgrade to a realistic programming language, such a language must - besides other features - add a modularization concept to the core ASM constructs in order to provide the possibility to structure large-scale ASM-formalizations and to flexibly define reusable specification units. In this paper, the language XASM, which stands for Extensible ASM, is presented. XASM realizes a component-based modularization concept based on the notion of external functions as defined in ASMs. This paper also briefly describes the support environment of XASM consisting of the XASM-compiler translating XASM programs to C source code, and the graphical debugging and animation tool.",,,69,90,Abstract state machines; Programming language specification; Debugging; Structure (mathematical logic); Programming language; Specification language; Computer science; Source code; Component (UML); Modular programming,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2000.html#Anlauff00,https://dblp.uni-trier.de/db/conf/asm/asm2000.html#Anlauff00,,,1525145857,,0,000-490-410-327-490; 008-851-666-443-606; 011-714-899-066-773; 019-043-895-820-341; 028-647-212-633-541; 032-014-692-842-661; 047-682-196-320-651; 051-198-279-045-712; 071-836-356-365-947; 073-111-177-402-911; 077-082-840-416-099; 094-512-586-911-230; 094-993-083-147-832; 104-538-400-674-182; 105-374-125-615-695; 122-334-811-271-036; 138-788-046-637-498; 150-188-119-252-720; 155-219-003-803-384; 168-683-312-771-217; 171-752-315-748-404; 199-626-244-193-753,17,false,,
042-908-547-107-316,Abstract State Machines - Specification and validation of the business process execution language for Web services,,2004,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Roozbeh Farahbod; Uwe Glässer; Mona Vajihollahi,"We formally define an abstract executable semantics for the Business Process Execution Language for Web Services in terms of a distributed ASM. The goal of this work is to support the design and standardization of the language. “There is a need for formalism. It will allow us to not only reason about the current specification and related issues, but also uncover issues that would otherwise go unnoticed. Empirical deduction is not sufficient.” – Issue #42, OASIS WSBPEL TC. The language definition assumes an infrastructure for running Web services on some asynchronous communication architecture. A business process is built on top of a collection of Web services performing continuous interactions with the outside world by sending and receiving messages over a communication network. The underlying execution model is characterized by its concurrent and reactive behavior making it particularly difficult to predict dynamic system properties with a sufficient degree of detail and precision under all circumstances.",,,78,94,Software engineering; Semantics; Asynchronous communication; Executable; SOAP; Standardization; Concurrency; Execution model; Web service; Computer science; Business Process Execution Language; Database; Business process; Message passing,,,,,https://doi.org/10.1007/978-3-540-24773-9_7 https://link.springer.com/chapter/10.1007%2F978-3-540-24773-9_7 http://core.ac.uk/display/24674170 https://dblp.uni-trier.de/db/conf/asm/asm2004.html#FarahbodGV04 https://rd.springer.com/chapter/10.1007/978-3-540-24773-9_7 https://link.springer.com/content/pdf/10.1007%2F978-3-540-24773-9_7.pdf,http://dx.doi.org/10.1007/978-3-540-24773-9_7,,10.1007/978-3-540-24773-9_7,1492729957,,3,000-427-107-788-225; 003-222-418-546-848; 005-919-900-156-170; 006-555-745-475-703; 016-799-163-937-887; 018-408-105-437-771; 037-337-501-383-465; 042-908-547-107-316; 046-216-399-297-450; 060-733-812-776-088; 076-073-572-022-016; 076-492-476-018-160; 077-787-573-257-096; 079-723-355-085-863; 086-911-802-907-518; 105-620-622-527-144; 115-379-340-834-570; 134-293-086-332-808; 134-939-398-654-152; 135-139-604-721-119; 139-330-264-873-706; 155-032-984-383-726; 157-311-554-599-521; 189-521-689-083-502,74,false,,
043-005-861-377-620,Abstract State Machines 2005 - Exploration with Multiple State Groupings,2005-01-01,2005,book,,,,,Colin Campbell; Margus Veanes,"Exploration algorithms are relevant to the industrial practice of generating test cases from an abstract state machine whose runs define the predicted behavior of the software system under test. In this paper we describe a new exploration algorithm that allows multiple state grouping functions to simultaneously guide the search for states that are interesting or relevant for testing. In some cases, our algorithm allows exploration to be optimized from exponential to linear complexity. The paper includes an extended example that illustrates the use of the algorithm with the Spec Explorer tool developed as Microsoft Research.",,,119,130,Test case; Abstract state machines; Software system; Component-based software engineering; Software construction; Software sizing; Computer science; Software design description; Software framework; Theoretical computer science,,,,,https://research.microsoft.com/apps/pubs/default.aspx?id=77747 https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/groupings.pdf https://www.microsoft.com/en-us/research/publication/exploration-with-multiple-state-groupings/,https://research.microsoft.com/apps/pubs/default.aspx?id=77747,,,107131098,,0,,0,false,,
043-175-901-571-703,Abstract State Machines for the Classroom,2007-12-05,2007,book,Monographs in Theoretical Computer Science. An EATCS Series,14312654; 21932069,Springer Berlin Heidelberg,,Wolfgang Reisig,Abstract State Machines (hencefort referred to as just ASM) were introduced as “a computation model that is more powerful and more universal than standard computation models” by Yuri Gurevich in 1985.,,,15,46,Assignment; Abstract state machines; Transition system; Turing machine; Computer science; Computation; Multimedia; Computable function; Theoretical computer science,,,,,https://www2.informatik.hu-berlin.de/sam/preprint/reisig203.pdf https://link.springer.com/chapter/10.1007%2F978-3-540-74107-7_2 http://www2.informatik.hu-berlin.de/sam/preprint/reisig203.pdf https://edoc.hu-berlin.de/bitstream/18452/3118/1/203.pdf https://rd.springer.com/chapter/10.1007/978-3-540-74107-7_2 https://link.springer.com/content/pdf/10.1007%2F978-3-540-74107-7_2.pdf https://edoc.hu-berlin.de/handle/18452/3118,http://dx.doi.org/10.1007/978-3-540-74107-7_2,,10.1007/978-3-540-74107-7_2,145433866,,0,004-410-486-404-600; 018-708-728-369-271; 025-811-569-298-195; 025-883-564-298-068; 034-400-132-510-675; 036-774-534-034-367; 039-600-359-020-652; 067-795-284-273-847; 079-625-780-900-25X; 085-994-097-594-260; 102-999-462-148-515; 105-620-622-527-144; 110-974-494-206-539; 111-567-034-049-446; 115-030-331-638-170; 115-243-812-602-75X; 125-696-053-493-162; 133-375-412-244-057; 135-907-157-457-107; 139-330-264-873-706; 150-742-788-253-697; 159-279-984-641-596; 189-521-689-083-502,17,true,,green
043-182-962-183-195,FDL - Enabling SystemC Verification using Abstract State Machines.,,2004,conference proceedings,,,,,Amjad Gawanmeh; A. Habibi; Sofiène Tahar,,,,649,661,Verification; Abstract state machines; Programming language; Virtual finite-state machine; SystemC; Computer science; Functional verification,,,,,https://dblp.uni-trier.de/db/conf/fdl/fdl2004.html#GawanmehHT04,https://dblp.uni-trier.de/db/conf/fdl/fdl2004.html#GawanmehHT04,,,192912203,,0,001-060-835-503-150; 008-638-531-729-145; 013-376-780-105-310; 035-365-715-061-352; 111-398-682-969-385; 141-464-969-516-368; 143-827-961-435-38X; 158-560-285-622-511,18,false,,
043-254-184-800-221,"The Timed Abstract State Machine Toolset: Specification, Simulation, and Verification of Real-Time Systems",,2007,conference proceedings,,,,,Martin Ouimet; Kristina Lundqvist,"The Timed Abstract State Machine Toolset: Specification, Simulation, and Verification of Real-Time Systems",,,,,Verification; Abstract state machines; Programming language; Computer science; Real-time computing,,,,,http://mdh.diva-portal.org/smash/record.jsf?pid=diva2:237146 http://www.diva-portal.org/smash/record.jsf?pid=diva2:237146,http://mdh.diva-portal.org/smash/record.jsf?pid=diva2:237146,,,614937098,,0,,6,false,,
043-412-286-332-757,Abstract State Machines - Applying Formal Semantics of an Object-oriented Language to Program Invariant Checking.,,2005,book,,,,,Andrey Novikov; Rostislav Yavorskiy,"We consider a specific kind of Abstract State Machines. It is shown how the machines can be used to provide a low-level formal semantics for a tiny object-oriented language, including control flow operators, object creation and field manipulation. Then the decidability result is established for checking invariants of programs corresponding to that class of ASMs.",,,305,312,Formal verification; Formal semantics (linguistics); Action semantics; Operational semantics; Formal grammar; Object language; Programming language; Computational semantics; Denotational semantics; Computer science; Theoretical computer science,,,,,http://www.mi.ras.ru/~rey/papers/asm05novikov.pdf http://dblp.uni-trier.de/db/conf/asm/asm2005.html#NovikovY05 https://dblp.uni-trier.de/db/conf/asm/asm2005.html#NovikovY05,http://www.mi.ras.ru/~rey/papers/asm05novikov.pdf,,,81509083,,0,014-633-950-619-738; 018-329-934-943-596; 027-765-297-864-912; 050-309-871-652-59X; 067-209-706-756-159; 082-863-886-558-597; 189-521-689-083-502; 195-635-564-405-355,0,false,,
043-578-339-348-489,Abstract state machines and computationally complete query languages,,2002,journal article,Information and Computation,08905401; 10902651,Elsevier BV,United States,Andreas Blass; Yuri Gurevich; Jan Van den Bussche,"Abstract state machines (ASMs) form a relatively new computation model holding the promise that they can simulate any computational system in lockstep. In particular, an instance of the ASM model has recently been introduced for computing queries to relational databases. This model, to which we refer as the BGS model, provides a powerful query language in which all computable queries can be expressed. In this paper, we show that when one is only interested in polynomial- time computations, BGS is strictly more powerful than both QL and whilenew, two well-known computationally complete query languages. We then show that when a language such as whilenew is extended with a duplicate elimination mechanism, polynomial-time simulations between the language and BGS become possible. Copyright 2002 Elsevier Science (USA).",174,1,20,36,First-order logic; Abstract state machines; Computability; Query language; Programming language; Time complexity; Computer science; Relational database; Theoretical computer science; Polynomial,,,,Microsoft Research,https://www.sciencedirect.com/science/article/pii/S0890540101930676 https://www.microsoft.com/en-us/research/publication/139-abstract-state-machines-and-computationally-complete-query-languages/ https://www.sciencedirect.com/science/article/abs/pii/S0890540101930676 https://doi.org/10.1006/inco.2001.3067 https://research.microsoft.com/apps/pubs/default.aspx?id=69733 https://dblp.uni-trier.de/db/journals/iandc/iandc174.html#BlassGB02 https://www.microsoft.com/en-us/research/wp-content/uploads/1999/12/139-Abstract-state-machines-and-computationally-complete-query-languages.pdf https://core.ac.uk/display/82417976 https://core.ac.uk/download/pdf/82417976.pdf,http://dx.doi.org/10.1006/inco.2001.3067,,10.1006/inco.2001.3067,2157824147,,0,002-439-480-560-924; 015-421-225-402-052; 015-697-572-265-918; 018-789-381-636-015; 023-698-097-965-695; 045-410-456-418-275; 053-011-889-759-632; 068-257-256-309-994; 070-770-252-124-940; 096-701-121-721-360; 100-117-771-848-697; 107-561-736-253-087; 109-958-903-078-668; 115-181-157-045-414; 132-339-412-442-251; 139-765-984-878-516; 157-874-583-257-546; 168-196-175-947-627; 177-929-645-853-855,12,true,elsevier-specific: oa user license,unknown
043-656-153-786-617,Modeling an Electronic Throttle Controller Using the Timed Abstract State Machine Language and Toolset,2007-05-15,2007,book chapter,Lecture Notes in Computer Science,,Springer Berlin Heidelberg,,Martin Ouimet; Guillaume Berteau; Kristina Lundqvist,,,,32,41,Computer science; Abstract state machines; Executable; Programming language; Throttle; Vendor; Abstraction; Consistency (knowledge bases); State (computer science); Semantics (computer science); Embedded system; Finite-state machine; Artificial intelligence; Automotive engineering; Engineering; Philosophy; Epistemology; Marketing; Business,,,,,,http://dx.doi.org/10.1007/978-3-540-69489-2_5,,10.1007/978-3-540-69489-2_5,,,0,029-858-763-538-985; 033-478-592-671-57X; 058-900-767-065-351; 069-561-131-419-172; 082-714-949-563-192; 098-039-267-288-845; 107-818-703-764-113; 118-699-412-130-532; 123-595-269-365-535; 139-330-264-873-706,5,false,,
044-990-123-157-887,ECSA Companion - Model-Based Simulation at Runtime with Abstract State Machines,2020-09-07,2020,book chapter,Communications in Computer and Information Science,18650929; 18650937,Springer International Publishing,Germany,Elvinia Riccobene; Patrizia Scandurra,"Software systems are rapidly growing in complexity and scale, and are subject to different kinds of uncertainties related to the dynamics of resource availability or changes in system objectives. So, many real usage scenarios might be impossible to reproduce and validate at design-time. As envisioned by the Models@run.time research community, the use of models at runtime is fundamental to address this challenge. Our focus is on providing guarantees for changing safety goals at runtime (a form of uncertainty) with the employment of mathematically-based runtime analysis techniques from the area of formal methods (FM@run.time).",1269,,395,410,Distributed computing; Abstract state machines; Software system; Scale (chemistry); Model based simulation; Research community; Focus (computing); Computer science; Resource (project management); Formal methods,,,,,https://air.unimi.it/handle/2434/804283 https://link.springer.com/chapter/10.1007/978-3-030-59155-7_29 https://aisberg.unibg.it/handle/10446/182226 https://rd.springer.com/chapter/10.1007/978-3-030-59155-7_29 https://link.springer.com/content/pdf/10.1007%2F978-3-030-59155-7_29.pdf https://dblp.uni-trier.de/db/conf/ecsa/ecsa2020c.html#RiccobeneS20,http://dx.doi.org/10.1007/978-3-030-59155-7_29,,10.1007/978-3-030-59155-7_29,3085204783,,0,001-833-306-502-090; 006-244-045-917-365; 006-555-745-475-703; 007-318-748-482-113; 007-573-294-174-316; 008-934-244-782-054; 011-298-860-589-104; 012-182-225-373-63X; 013-500-244-308-937; 014-681-314-564-672; 019-113-402-382-947; 034-172-113-754-20X; 035-085-201-399-050; 042-948-378-508-51X; 046-619-832-582-567; 046-838-597-306-588; 067-643-671-325-675; 068-710-809-463-127; 074-005-404-726-279; 074-332-408-277-851; 087-882-692-877-51X; 094-734-717-644-755; 118-344-159-936-803; 120-805-617-467-313; 138-203-276-451-828; 139-330-264-873-706; 164-160-958-762-821; 167-036-940-702-338; 167-896-065-369-695; 181-401-889-710-788; 189-521-689-083-502,5,false,,
045-072-159-446-174,Analysis of Properties of Complex Systems with Abstract State Machines,2017-04-28,2017,,,,,,Gennaro Vessio,,,,,,Distributed computing; Abstract state machines; Computer science; Complex system,,,,,https://ricerca.uniba.it/handle/11586/230086,https://ricerca.uniba.it/handle/11586/230086,,,2954601194,,0,,0,false,,
045-553-811-510-251,"Models: Concepts, Theory, Logic, Reasoning and Semantics - From Concepts in Non-Monotonic Reasoning to High-Level Implementations Using Abstract State Machines and Functional Programming.",,2018,book,,,,,Christoph Beierle; Steven Kutsch; Gabriele Kern-Isberner,,,,286,310,Abstract state machines; Programming language; Implementation; Computer science; Functional programming; Monotonic function,,,,,https://dblp.uni-trier.de/db/conf/birthday/schewe2018.html#BeierleKK18,https://dblp.uni-trier.de/db/conf/birthday/schewe2018.html#BeierleKK18,,,2885418673,,0,,1,false,,
045-584-265-627-074,Quo Vadis Abstract State Machines,,2008,journal article,Journal of Universal Computer Science,09486968; 0948695x,Technische Universitat Graz from Austria,Austria,Egon Börger; Andreas Prinz,,14,,1921,1928,Software engineering; Abstract state machines; Computer science,,,,,https://dblp.uni-trier.de/db/journals/jucs/jucs14.html#BorgerP08,https://dblp.uni-trier.de/db/journals/jucs/jucs14.html#BorgerP08,,,183487935,,0,005-824-317-730-874; 005-961-192-802-555; 015-203-426-052-778; 025-993-228-024-209; 042-908-547-107-316; 044-694-642-596-113; 045-595-823-762-363; 048-760-252-034-316; 072-884-492-292-431; 081-898-897-809-199; 086-911-802-907-518; 117-821-177-762-731; 138-781-229-882-275; 199-166-900-005-729; 199-598-267-981-095,2,true,cc-by-nd,gold
045-595-823-762-363,Abstract State Machines - Integrating UML static and dynamic views and formalizing the interaction mechanism of UML state machines,2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Alessandra Cavarra; Elvinia Riccobene; Patrizia Scandurra,"In this paper we address the problem of integrating UML static and dynamic views, and different behavioral views. We tackle these problems by providing (a) a mapping of UML metamodel static and behavioral elements into ASMs and (b) a precise compositional semantics for UML state machines.; ; Structural model elements are translated into an ASM vocabulary as collections of domains and functions. The dynamic view is captured by multi-agent ASMs reflecting the behavior modeled by UML state machines.; ; The interaction among UML state machines is achieved by providing the semantics for actions and events and refining the ASM model in [4] to formalize objects communication, i.e. signals exchange and operation calls mechanism.",2589,,229,243,Unified Modeling Language; UML tool; Knowledge representation and reasoning; State diagram; Finite-state machine; UML state machine; Programming language; Class diagram; Uml metamodel; Computer science; Applications of UML; UML state machine; Metamodeling; Abstract machine,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2003.html#CavarraRS03 https://www.researchgate.net/profile/Patrizia_Scandurra/publication/221612399_Integrating_UML_Static_and_Dynamic_Views_and_Formalizing_the_Interaction_Mechanismof_UML_State_Machines/links/00b7d53148d9467bca000000.pdf https://rd.springer.com/chapter/10.1007/3-540-36498-6_13 https://www.cs.ox.ac.uk/publications/publication2310-abstract.html https://link.springer.com/chapter/10.1007%2F3-540-36498-6_13,http://dx.doi.org/10.1007/3-540-36498-6_13,,10.1007/3-540-36498-6_13,1540970020,,0,050-309-871-652-59X; 073-111-177-402-911; 079-853-335-989-617; 090-876-580-086-374; 115-241-934-589-849; 128-702-949-629-664,11,false,,
045-728-049-668-461,Integration of Symbolic Execution into a Formal Abstract State Machines based Language,,2017,journal article,IFAC-PapersOnLine,24058963,Elsevier BV,Austria,Vladimir-Alexandru Paun; Bruno Monsuez; Philippe Baufreton,"Abstract Hard real-time systems are embedded systems with a strong emphasis on the guaranty of safety-critical properties. In order to provide the necessary confidence level, with regard to the respect of functional and non-functional properties, a system analysis that accounts for all possible execution paths must be performed. Symbolic execution has been successfully used to explore and analyze reachable system states. In this paper, we formally define a symbolic execution semantics for an abstract state machine based model. The unification of the update semantics redefined in terms of symbolic moves, enable us to achieve reacher methods for path condition resolution and ultimately better scalability of the execution. The goal of this paper is to provide a formal ground for the integration of symbolic execution in existing timing analysis frameworks based on abstract state machines that will facilitate the computability of the analysis tools.",50,1,11251,11256,Concolic testing; Abstract state machines; Computability; Semantics (computer science); Programming language; Symbolic trajectory evaluation; Symbolic execution; Computer science; Scalability; Theoretical computer science; Unification,,,,,https://www.sciencedirect.com/science/article/pii/S2405896317322085,http://dx.doi.org/10.1016/j.ifacol.2017.08.1610,,10.1016/j.ifacol.2017.08.1610,2765620676,,0,015-855-745-649-209; 053-950-243-449-542; 078-447-480-862-591,2,true,,gold
